Date.Day,Date.Full,Date.Month,Date.Year,Show.Name,Show.Theatre,Show.Type,Statistics.Attendance,Statistics.Capacity,Statistics.Gross,Statistics.Gross Potential,Statistics.Performances
21,8/21/94,8,1994,Miss Saigon,Broadway,Musical,13846,99,626867,0,8
28,8/28/94,8,1994,Beauty And The Beast,Palace,Musical,14134,102,715215,0,8
28,8/28/94,8,1994,Miss Saigon,Broadway,Musical,13014,93,568870,0,8
4,9/4/94,9,1994,Beauty And The Beast,Palace,Musical,14106,101,716171,0,8
4,9/4/94,9,1994,Miss Saigon,Broadway,Musical,12946,93,547750,0,8
11,9/11/94,9,1994,Beauty And The Beast,Palace,Musical,13707,98,697165,0,8
11,9/11/94,9,1994,Miss Saigon,Broadway,Musical,12870,92,541079,0,8
18,9/18/94,9,1994,Beauty And The Beast,Palace,Musical,13691,98,703344,0,8
18,9/18/94,9,1994,Miss Saigon,Broadway,Musical,12193,87,541776,0,8
25,9/25/94,9,1994,Beauty And The Beast,Palace,Musical,13811,99,701730,0,8
25,9/25/94,9,1994,Miss Saigon,Broadway,Musical,13062,94,575295,0,8
25,9/25/94,9,1994,Show Boat,Gershwin,Musical,8580,89,462220,0,0
2,10/2/94,10,1994,Beauty And The Beast,Palace,Musical,13632,98,703883,0,8
2,10/2/94,10,1994,Miss Saigon,Broadway,Musical,13205,95,585716,0,8
2,10/2/94,10,1994,Show Boat,Gershwin,Musical,14408,94,618920,0,1
9,10/9/94,10,1994,Beauty And The Beast,Palace,Musical,14130,102,702222,0,8
9,10/9/94,10,1994,Miss Saigon,Broadway,Musical,13516,97,616562,0,8
9,10/9/94,10,1994,Show Boat,Gershwin,Musical,14689,96,842636,0,8
16,10/16/94,10,1994,Beauty And The Beast,Palace,Musical,14059,101,707331,0,8
16,10/16/94,10,1994,Miss Saigon,Broadway,Musical,12904,93,617530,0,8
16,10/16/94,10,1994,Show Boat,Gershwin,Musical,15079,98,908553,0,8
23,10/23/94,10,1994,Beauty And The Beast,Palace,Musical,14104,101,706158,0,8
23,10/23/94,10,1994,Miss Saigon,Broadway,Musical,13345,96,625615,0,8
23,10/23/94,10,1994,Show Boat,Gershwin,Musical,15296,100,914673,0,8
30,10/30/94,10,1994,Beauty And The Beast,Palace,Musical,13833,99,701827,0,8
30,10/30/94,10,1994,Miss Saigon,Broadway,Musical,12505,90,572688,0,8
30,10/30/94,10,1994,Show Boat,Gershwin,Musical,15343,100,921160,0,8
6,11/6/94,11,1994,Beauty And The Beast,Palace,Musical,13873,100,706730,0,8
6,11/6/94,11,1994,Miss Saigon,Broadway,Musical,12012,86,557494,0,8
6,11/6/94,11,1994,Show Boat,Gershwin,Musical,15117,99,900007,0,8
6,11/6/94,11,1994,Sunset Boulevard,Minskoff,Musical,11872,99,717236,0,0
6,11/6/94,11,1994,The Shadow Box,Circle In The Square,Play,2218,77,45338,0,0
13,11/13/94,11,1994,Beauty And The Beast,Palace,Musical,13853,100,702281,0,8
13,11/13/94,11,1994,Miss Saigon,Broadway,Musical,12182,87,562780,0,8
13,11/13/94,11,1994,Show Boat,Gershwin,Musical,15039,98,923908,0,8
13,11/13/94,11,1994,Sunset Boulevard,Minskoff,Musical,13470,98,810629,0,0
13,11/13/94,11,1994,The Shadow Box,Circle In The Square,Play,4016,69,83349,37,0
20,11/20/94,11,1994,Beauty And The Beast,Palace,Musical,13791,99,701398,0,8
20,11/20/94,11,1994,Miss Saigon,Broadway,Musical,11999,86,537849,0,8
20,11/20/94,11,1994,Show Boat,Gershwin,Musical,15154,99,924317,0,8
20,11/20/94,11,1994,Sunset Boulevard,Minskoff,Musical,10362,87,632053,0,5
20,11/20/94,11,1994,The Shadow Box,Circle In The Square,Play,3145,54,66822,30,1
27,11/27/94,11,1994,Beauty And The Beast,Palace,Musical,14133,102,719312,0,8
27,11/27/94,11,1994,Miss Saigon,Broadway,Musical,13333,96,625612,0,8
27,11/27/94,11,1994,Show Boat,Gershwin,Musical,15344,100,969783,0,8
27,11/27/94,11,1994,Sunset Boulevard,Minskoff,Musical,12829,94,798619,0,8
27,11/27/94,11,1994,The Shadow Box,Circle In The Square,Play,2933,51,75918,34,8
4,12/4/94,12,1994,Beauty And The Beast,Palace,Musical,13883,100,700173,0,8
4,12/4/94,12,1994,Miss Saigon,Broadway,Musical,11702,84,548468,0,8
4,12/4/94,12,1994,Show Boat,Gershwin,Musical,15344,100,933366,0,8
4,12/4/94,12,1994,Sunset Boulevard,Minskoff,Musical,13673,100,817830,0,8
4,12/4/94,12,1994,The Shadow Box,Circle In The Square,Play,3153,54,74327,33,8
11,12/11/94,12,1994,Beauty And The Beast,Palace,Musical,13927,100,701289,0,8
11,12/11/94,12,1994,Miss Saigon,Broadway,Musical,12754,91,614740,0,8
11,12/11/94,12,1994,Show Boat,Gershwin,Musical,15344,100,941369,0,8
11,12/11/94,12,1994,Sunset Boulevard,Minskoff,Musical,13678,100,822596,0,8
11,12/11/94,12,1994,The Shadow Box,Circle In The Square,Play,3074,53,72292,32,8
18,12/18/94,12,1994,Beauty And The Beast,Palace,Musical,13880,100,701316,0,8
18,12/18/94,12,1994,Miss Saigon,Broadway,Musical,11559,83,534433,0,8
18,12/18/94,12,1994,Show Boat,Gershwin,Musical,15275,100,942129,0,8
18,12/18/94,12,1994,Sunset Boulevard,Minskoff,Musical,13680,100,822605,0,8
18,12/18/94,12,1994,The Shadow Box,Circle In The Square,Play,2911,50,64222,28,8
25,12/25/94,12,1994,Beauty And The Beast,Palace,Musical,13757,99,705365,0,8
25,12/25/94,12,1994,Miss Saigon,Broadway,Musical,11473,82,481346,0,8
25,12/25/94,12,1994,Show Boat,Gershwin,Musical,14733,96,946144,0,8
25,12/25/94,12,1994,Sunset Boulevard,Minskoff,Musical,13485,99,828109,0,8
25,12/25/94,12,1994,The Shadow Box,Circle In The Square,Play,2136,37,41348,18,8
1,1/1/95,1,1995,Beauty And The Beast,Palace,Musical,14175,102,749153,0,8
1,1/1/95,1,1995,Miss Saigon,Broadway,Musical,13943,89,758960,0,9
1,1/1/95,1,1995,Show Boat,Gershwin,Musical,15344,100,1021211,0,8
1,1/1/95,1,1995,Sunset Boulevard,Minskoff,Musical,11970,100,793957,0,7
1,1/1/95,1,1995,The Shadow Box,Circle In The Square,Play,4370,75,112982,50,8
8,1/8/95,1,1995,Beauty And The Beast,Palace,Musical,13942,100,707347,0,8
8,1/8/95,1,1995,Miss Saigon,Broadway,Musical,13382,96,624288,0,8
8,1/8/95,1,1995,Show Boat,Gershwin,Musical,14375,94,900038,0,8
8,1/8/95,1,1995,Sunset Boulevard,Minskoff,Musical,13680,100,826740,0,8
15,1/15/95,1,1995,Beauty And The Beast,Palace,Musical,14029,101,705869,0,8
15,1/15/95,1,1995,Miss Saigon,Broadway,Musical,13587,97,519030,0,8
15,1/15/95,1,1995,Show Boat,Gershwin,Musical,14556,95,900149,0,8
15,1/15/95,1,1995,Sunset Boulevard,Minskoff,Musical,13680,100,830400,0,8
22,1/22/95,1,1995,Beauty And The Beast,Palace,Musical,13066,94,647039,0,8
22,1/22/95,1,1995,Miss Saigon,Broadway,Musical,13015,93,498017,0,8
22,1/22/95,1,1995,Show Boat,Gershwin,Musical,14420,94,855121,0,8
22,1/22/95,1,1995,Sunset Boulevard,Minskoff,Musical,11970,100,726430,0,7
29,1/29/95,1,1995,Beauty And The Beast,Palace,Musical,12684,91,643300,0,8
29,1/29/95,1,1995,Miss Saigon,Broadway,Musical,13358,96,505514,0,8
29,1/29/95,1,1995,Show Boat,Gershwin,Musical,14157,92,848081,0,8
29,1/29/95,1,1995,Sunset Boulevard,Minskoff,Musical,13680,100,829905,0,8
5,2/5/95,2,1995,Beauty And The Beast,Palace,Musical,11347,82,567876,0,8
5,2/5/95,2,1995,Miss Saigon,Broadway,Musical,12120,87,453838,0,8
5,2/5/95,2,1995,Show Boat,Gershwin,Musical,13279,87,800193,0,8
5,2/5/95,2,1995,Sunset Boulevard,Minskoff,Musical,13680,100,821043,0,8
5,2/5/95,2,1995,Uncle Vanya,Circle In The Square,Play,1540,53,31152,24,0
12,2/12/95,2,1995,Beauty And The Beast,Palace,Musical,13012,93,648339,0,8
12,2/12/95,2,1995,Miss Saigon,Broadway,Musical,11835,85,448814,0,8
12,2/12/95,2,1995,Show Boat,Gershwin,Musical,13157,86,758329,0,8
12,2/12/95,2,1995,Smokey Joe'S Cafe,Virginia,Musical,5774,79,101075,0,0
12,2/12/95,2,1995,Sunset Boulevard,Minskoff,Musical,13411,98,804959,0,8
12,2/12/95,2,1995,Uncle Vanya,Circle In The Square,Play,3379,58,66361,25,0
19,2/19/95,2,1995,Beauty And The Beast,Palace,Musical,13779,99,674874,0,8
19,2/19/95,2,1995,Miss Saigon,Broadway,Musical,12920,93,519955,0,8
19,2/19/95,2,1995,Show Boat,Gershwin,Musical,14573,95,841911,0,8
19,2/19/95,2,1995,Smokey Joe'S Cafe,Virginia,Musical,7969,82,166231,0,0
19,2/19/95,2,1995,Sunset Boulevard,Minskoff,Musical,13306,97,803175,0,8
19,2/19/95,2,1995,Uncle Vanya,Circle In The Square,Play,3800,66,80760,31,0
26,2/26/95,2,1995,Beauty And The Beast,Palace,Musical,14030,101,676483,0,8
26,2/26/95,2,1995,Miss Saigon,Broadway,Musical,13809,99,541097,0,8
26,2/26/95,2,1995,Show Boat,Gershwin,Musical,15182,99,873122,0,8
26,2/26/95,2,1995,Smokey Joe'S Cafe,Virginia,Musical,9570,113,186108,0,0
26,2/26/95,2,1995,Sunset Boulevard,Minskoff,Musical,13680,100,819104,0,8
26,2/26/95,2,1995,Uncle Vanya,Circle In The Square,Play,2994,52,70129,27,5
5,3/5/95,3,1995,Beauty And The Beast,Palace,Musical,13038,94,672365,0,8
5,3/5/95,3,1995,Miss Saigon,Broadway,Musical,12655,91,495556,0,8
5,3/5/95,3,1995,Show Boat,Gershwin,Musical,13650,89,796472,0,8
5,3/5/95,3,1995,Smokey Joe'S Cafe,Virginia,Musical,8806,91,185723,0,4
5,3/5/95,3,1995,Sunset Boulevard,Minskoff,Musical,13680,100,792596,0,8
5,3/5/95,3,1995,Uncle Vanya,Circle In The Square,Play,1232,21,51045,20,8
12,3/12/95,3,1995,Beauty And The Beast,Palace,Musical,12778,92,659195,0,8
12,3/12/95,3,1995,Miss Saigon,Broadway,Musical,12335,88,513554,0,8
12,3/12/95,3,1995,Show Boat,Gershwin,Musical,14007,91,804972,0,8
12,3/12/95,3,1995,Smokey Joe'S Cafe,Virginia,Musical,7864,81,250386,0,8
12,3/12/95,3,1995,Sunset Boulevard,Minskoff,Musical,12996,95,569720,0,8
12,3/12/95,3,1995,Uncle Vanya,Circle In The Square,Play,2481,43,58827,23,8
19,3/19/95,3,1995,Beauty And The Beast,Palace,Musical,13300,96,676357,0,8
19,3/19/95,3,1995,Having Our Say,Booth,Play,2105,54,49791,35,0
19,3/19/95,3,1995,Miss Saigon,Broadway,Musical,13285,95,541098,0,8
19,3/19/95,3,1995,Show Boat,Gershwin,Musical,14073,92,846722,0,8
19,3/19/95,3,1995,Smokey Joe'S Cafe,Virginia,Musical,7632,79,265786,0,8
19,3/19/95,3,1995,Sunset Boulevard,Minskoff,Musical,13680,100,575001,0,8
19,3/19/95,3,1995,Uncle Vanya,Circle In The Square,Play,2542,44,63573,24,8
26,3/26/95,3,1995,Beauty And The Beast,Palace,Musical,12958,93,654917,0,8
26,3/26/95,3,1995,Having Our Say,Booth,Play,3910,31,87787,31,8
26,3/26/95,3,1995,Miss Saigon,Broadway,Musical,13199,95,548346,0,8
26,3/26/95,3,1995,Show Boat,Gershwin,Musical,14026,91,832693,0,8
26,3/26/95,3,1995,Smokey Joe'S Cafe,Virginia,Musical,6914,71,272501,0,8
26,3/26/95,3,1995,Sunset Boulevard,Minskoff,Musical,13680,100,816353,0,8
2,4/2/95,4,1995,Beauty And The Beast,Palace,Musical,12496,90,633756,0,8
2,4/2/95,4,1995,Having Our Say,Booth,Play,3465,55,77778,27,0
2,4/2/95,4,1995,Miss Saigon,Broadway,Musical,12990,93,524958,0,8
2,4/2/95,4,1995,Show Boat,Gershwin,Musical,14061,92,841368,0,8
2,4/2/95,4,1995,Smokey Joe'S Cafe,Virginia,Musical,6575,68,265436,0,8
2,4/2/95,4,1995,Sunset Boulevard,Minskoff,Musical,13680,100,827432,0,8
9,4/9/95,4,1995,Beauty And The Beast,Palace,Musical,12874,92,646656,0,8
9,4/9/95,4,1995,Having Our Say,Booth,Play,4275,68,109030,38,5
9,4/9/95,4,1995,Miss Saigon,Broadway,Musical,12781,92,526333,0,8
9,4/9/95,4,1995,Show Boat,Gershwin,Musical,14133,92,832961,0,8
9,4/9/95,4,1995,Smokey Joe'S Cafe,Virginia,Musical,6661,69,272551,0,8
9,4/9/95,4,1995,Sunset Boulevard,Minskoff,Musical,13680,100,823706,0,8
16,4/16/95,4,1995,Beauty And The Beast,Palace,Musical,13903,100,698661,0,8
16,4/16/95,4,1995,Hamlet 95,Belasco,Play,3408,87,172544,90,0
16,4/16/95,4,1995,Having Our Say,Booth,Play,5929,95,153547,54,8
16,4/16/95,4,1995,Miss Saigon,Broadway,Musical,13532,97,599230,0,8
16,4/16/95,4,1995,Show Boat,Gershwin,Musical,14581,95,901095,0,8
16,4/16/95,4,1995,Smokey Joe'S Cafe,Virginia,Musical,6760,70,258973,0,8
16,4/16/95,4,1995,Sunset Boulevard,Minskoff,Musical,13680,100,831350,0,8
23,4/23/95,4,1995,Beauty And The Beast,Palace,Musical,13907,100,694389,0,8
23,4/23/95,4,1995,Hamlet 95,Belasco,Play,7356,94,345016,90,0
23,4/23/95,4,1995,Having Our Say,Booth,Play,4970,80,164527,58,8
23,4/23/95,4,1995,Miss Saigon,Broadway,Musical,13651,98,639911,0,8
23,4/23/95,4,1995,Show Boat,Gershwin,Musical,15174,99,929967,0,8
23,4/23/95,4,1995,Smokey Joe'S Cafe,Virginia,Musical,8675,89,357175,0,8
23,4/23/95,4,1995,Sunset Boulevard,Minskoff,Musical,13680,100,828493,0,8
23,4/23/95,4,1995,The Rose Tattoo,Circle In The Square,Play,1149,53,22162,0,0
30,4/30/95,4,1995,Beauty And The Beast,Palace,Musical,13219,95,669176,0,8
30,4/30/95,4,1995,Hamlet 95,Belasco,Play,6028,88,271658,81,0
30,4/30/95,4,1995,Having Our Say,Booth,Play,4433,71,133919,47,8
30,4/30/95,4,1995,Miss Saigon,Broadway,Musical,13220,95,556451,0,8
30,4/30/95,4,1995,Show Boat,Gershwin,Musical,14437,94,848034,0,8
30,4/30/95,4,1995,Smokey Joe'S Cafe,Virginia,Musical,7415,76,298361,0,8
30,4/30/95,4,1995,Sunset Boulevard,Minskoff,Musical,13680,100,825082,0,8
30,4/30/95,4,1995,The Rose Tattoo,Circle In The Square,Play,2607,45,61479,63,1
7,5/7/95,5,1995,Beauty And The Beast,Palace,Musical,13227,95,665357,0,8
7,5/7/95,5,1995,Hamlet 95,Belasco,Play,6538,83,296818,77,8
7,5/7/95,5,1995,Having Our Say,Booth,Play,4032,65,126171,44,8
7,5/7/95,5,1995,Miss Saigon,Broadway,Musical,12744,91,558840,0,8
7,5/7/95,5,1995,Show Boat,Gershwin,Musical,14578,95,848683,0,8
7,5/7/95,5,1995,Smokey Joe'S Cafe,Virginia,Musical,7518,78,291037,0,8
7,5/7/95,5,1995,Sunset Boulevard,Minskoff,Musical,13680,100,825171,0,8
7,5/7/95,5,1995,The Rose Tattoo,Circle In The Square,Play,3688,64,94699,97,8
14,5/14/95,5,1995,Beauty And The Beast,Palace,Musical,12754,92,644291,0,8
14,5/14/95,5,1995,Hamlet 95,Belasco,Play,6751,99,285521,85,7
14,5/14/95,5,1995,Having Our Say,Booth,Play,4674,75,166293,58,8
14,5/14/95,5,1995,Miss Saigon,Broadway,Musical,11941,86,522820,0,8
14,5/14/95,5,1995,Show Boat,Gershwin,Musical,14131,92,837428,0,8
14,5/14/95,5,1995,Smokey Joe'S Cafe,Virginia,Musical,8409,87,349459,0,8
14,5/14/95,5,1995,Sunset Boulevard,Minskoff,Musical,13680,100,828232,0,8
14,5/14/95,5,1995,The Rose Tattoo,Circle In The Square,Play,4111,71,108295,62,8
21,5/21/95,5,1995,Beauty And The Beast,Palace,Musical,13611,98,678223,0,8
21,5/21/95,5,1995,Hamlet 95,Belasco,Play,7719,99,360116,93,8
21,5/21/95,5,1995,Having Our Say,Booth,Play,4971,80,171435,60,8
21,5/21/95,5,1995,Miss Saigon,Broadway,Musical,12628,91,564672,0,8
21,5/21/95,5,1995,Show Boat,Gershwin,Musical,15028,98,893924,0,8
21,5/21/95,5,1995,Smokey Joe'S Cafe,Virginia,Musical,8806,91,367681,0,8
21,5/21/95,5,1995,Sunset Boulevard,Minskoff,Musical,13680,100,813579,0,8
21,5/21/95,5,1995,The Rose Tattoo,Circle In The Square,Play,4336,75,111942,64,8
28,5/28/95,5,1995,Beauty And The Beast,Palace,Musical,13551,97,684431,0,8
28,5/28/95,5,1995,Hamlet 95,Belasco,Play,6780,99,324495,96,7
28,5/28/95,5,1995,Having Our Say,Booth,Play,4634,74,153289,54,8
28,5/28/95,5,1995,Miss Saigon,Broadway,Musical,13308,95,591314,0,8
28,5/28/95,5,1995,Show Boat,Gershwin,Musical,15007,98,906860,0,8
28,5/28/95,5,1995,Smokey Joe'S Cafe,Virginia,Musical,9077,94,371958,0,8
28,5/28/95,5,1995,Sunset Boulevard,Minskoff,Musical,13680,100,830880,0,8
28,5/28/95,5,1995,The Rose Tattoo,Circle In The Square,Play,3858,67,101137,58,8
4,6/4/95,6,1995,A Month In The Country,Criterion,Play,3992,100,156955,79,8
4,6/4/95,6,1995,Arcadia,Vivian Beaumont,Play,5644,66,223340,64,8
4,6/4/95,6,1995,Beauty And The Beast,Palace,Musical,12165,87,649179,0,8
4,6/4/95,6,1995,Cats,Winter Garden,Musical,8443,71,365355,55,8
4,6/4/95,6,1995,Chronicle Of A Death Foretold,Plymouth,Musical,4973,61,103769,54,0
4,6/4/95,6,1995,Hamlet 95,Belasco,Play,7786,99,384043,100,8
4,6/4/95,6,1995,Having Our Say,Booth,Play,4226,68,135211,47,8
4,6/4/95,6,1995,How To Succeed In Business Without Really Trying,Richard Rodgers,Musical,8197,75,426492,100,8
4,6/4/95,6,1995,Indiscretions,Ethel Barrymore,Play,6549,75,280896,62,8
4,6/4/95,6,1995,Jackie Mason:  Politically Incorrect,Golden,Play,2343,42,57491,25,7
4,6/4/95,6,1995,Kiss Of The Spider Woman,Broadhurst,Musical,4537,50,186660,35,8
4,6/4/95,6,1995,Les Miserables,Imperial,Musical,10327,91,436174,79,8
4,6/4/95,6,1995,Love! Valour! Compassion!,Walter Kerr,Play,4154,55,120573,41,8
4,6/4/95,6,1995,Miss Saigon,Broadway,Musical,12408,89,532785,74,8
4,6/4/95,6,1995,Show Boat,Gershwin,Musical,13890,91,841201,0,8
4,6/4/95,6,1995,Smokey Joe'S Cafe,Virginia,Musical,8595,89,344624,61,8
4,6/4/95,6,1995,Sunset Boulevard,Minskoff,Musical,13680,100,830699,0,8
4,6/4/95,6,1995,The Rose Tattoo,Circle In The Square,Play,3558,61,98592,57,8
4,6/4/95,6,1995,Tommy,St. James,Musical,6007,47,229369,35,8
11,6/11/95,6,1995,A Month In The Country,Criterion,Play,3489,100,164039,82,7
11,6/11/95,6,1995,Arcadia,Vivian Beaumont,Play,5862,68,237959,68,8
11,6/11/95,6,1995,Beauty And The Beast,Palace,Musical,12634,91,660900,0,8
11,6/11/95,6,1995,Buttons On Broadway,Ambassador,Special,1684,25,27020,9,3
11,6/11/95,6,1995,Hamlet 95,Belasco,Play,8000,102,395935,103,8
11,6/11/95,6,1995,Having Our Say,Booth,Play,4026,64,139511,49,8
11,6/11/95,6,1995,Miss Saigon,Broadway,Musical,12611,90,549940,0,8
11,6/11/95,6,1995,Show Boat,Gershwin,Musical,14843,97,914980,0,8
11,6/11/95,6,1995,Smokey Joe'S Cafe,Virginia,Musical,9695,100,425706,0,8
11,6/11/95,6,1995,Sunset Boulevard,Minskoff,Musical,13680,100,831263,0,8
11,6/11/95,6,1995,The Rose Tattoo,Circle In The Square,Play,3851,66,104038,60,8
18,6/18/95,6,1995,Arcadia,Vivian Beaumont,Play,5598,65,224376,64,8
18,6/18/95,6,1995,Beauty And The Beast,Palace,Musical,13253,95,694791,0,8
18,6/18/95,6,1995,Hamlet 95,Belasco,Play,7016,102,343377,102,7
18,6/18/95,6,1995,Having Our Say,Booth,Play,4170,67,140144,49,8
18,6/18/95,6,1995,Miss Saigon,Broadway,Musical,12816,92,555539,0,8
18,6/18/95,6,1995,Show Boat,Gershwin,Musical,15169,99,945355,0,8
18,6/18/95,6,1995,Smokey Joe'S Cafe,Virginia,Musical,9684,100,449962,0,8
18,6/18/95,6,1995,Sunset Boulevard,Minskoff,Musical,13680,100,831416,0,8
18,6/18/95,6,1995,The Play'S The Thing,Criterion,Play,1240,83,32682,0,0
18,6/18/95,6,1995,The Rose Tattoo,Circle In The Square,Play,4308,74,110597,64,8
25,6/25/95,6,1995,Arcadia,Vivian Beaumont,Play,5727,67,228509,65,8
25,6/25/95,6,1995,Beauty And The Beast,Palace,Musical,13452,97,707501,0,8
25,6/25/95,6,1995,Hamlet 95,Belasco,Play,7995,102,397714,103,8
25,6/25/95,6,1995,Having Our Say,Booth,Play,4822,77,148142,52,8
25,6/25/95,6,1995,Miss Saigon,Broadway,Musical,12990,93,563149,0,8
25,6/25/95,6,1995,Show Boat,Gershwin,Musical,15094,98,942277,0,8
25,6/25/95,6,1995,Smokey Joe'S Cafe,Virginia,Musical,9737,100,461366,0,8
25,6/25/95,6,1995,Sunset Boulevard,Minskoff,Musical,13680,100,832134,0,8
25,6/25/95,6,1995,The Rose Tattoo,Circle In The Square,Play,4405,76,103296,59,8
2,7/2/95,7,1995,Arcadia,Vivian Beaumont,Play,5956,69,229288,66,8
2,7/2/95,7,1995,Beauty And The Beast,Palace,Musical,13070,94,691622,0,8
2,7/2/95,7,1995,Hamlet 95,Belasco,Play,7011,102,356271,106,7
2,7/2/95,7,1995,Having Our Say,Booth,Play,4495,72,136258,48,8
2,7/2/95,7,1995,Miss Saigon,Broadway,Musical,12650,91,527770,0,8
2,7/2/95,7,1995,Show Boat,Gershwin,Musical,14355,94,897318,0,8
2,7/2/95,7,1995,Smokey Joe'S Cafe,Virginia,Musical,9653,100,450520,0,8
2,7/2/95,7,1995,Sunset Boulevard,Minskoff,Musical,13680,100,838570,0,8
2,7/2/95,7,1995,The Rose Tattoo,Circle In The Square,Play,4930,85,123711,71,8
9,7/9/95,7,1995,Arcadia,Vivian Beaumont,Play,4367,51,160324,46,8
9,7/9/95,7,1995,Beauty And The Beast,Palace,Musical,12855,92,613880,0,8
9,7/9/95,7,1995,Hamlet 95,Belasco,Play,8020,102,401321,104,8
9,7/9/95,7,1995,Having Our Say,Booth,Play,4412,71,126339,44,8
9,7/9/95,7,1995,Miss Saigon,Broadway,Musical,12799,92,529161,0,8
9,7/9/95,7,1995,Show Boat,Gershwin,Musical,13368,87,784546,0,8
9,7/9/95,7,1995,Smokey Joe'S Cafe,Virginia,Musical,8926,92,431618,0,8
9,7/9/95,7,1995,Sunset Boulevard,Minskoff,Musical,11756,86,722906,0,8
16,7/16/95,7,1995,Arcadia,Vivian Beaumont,Play,5983,70,206882,59,8
16,7/16/95,7,1995,Beauty And The Beast,Palace,Musical,12807,92,682685,0,8
16,7/16/95,7,1995,Hamlet 95,Belasco,Play,7016,102,359707,107,7
16,7/16/95,7,1995,Having Our Say,Booth,Play,4123,66,116019,41,8
16,7/16/95,7,1995,Miss Saigon,Broadway,Musical,12462,89,533135,0,8
16,7/16/95,7,1995,Show Boat,Gershwin,Musical,13547,88,822836,0,8
16,7/16/95,7,1995,Smokey Joe'S Cafe,Virginia,Musical,9083,94,435314,0,8
16,7/16/95,7,1995,Sunset Boulevard,Minskoff,Musical,12889,94,795120,0,8
23,7/23/95,7,1995,Arcadia,Vivian Beaumont,Play,6551,76,211324,60,8
23,7/23/95,7,1995,Beauty And The Beast,Palace,Musical,13449,97,710681,0,8
23,7/23/95,7,1995,Hamlet 95,Belasco,Play,7964,102,400400,104,8
23,7/23/95,7,1995,Having Our Say,Booth,Play,4099,66,119005,42,8
23,7/23/95,7,1995,Miss Saigon,Broadway,Musical,13044,94,547300,0,8
23,7/23/95,7,1995,Show Boat,Gershwin,Musical,13684,89,834240,0,8
23,7/23/95,7,1995,Smokey Joe'S Cafe,Virginia,Musical,9509,98,446152,0,8
23,7/23/95,7,1995,Sunset Boulevard,Minskoff,Musical,12545,92,764033,0,8
30,7/30/95,7,1995,Arcadia,Vivian Beaumont,Play,6023,70,199709,57,8
30,7/30/95,7,1995,Beauty And The Beast,Palace,Musical,13733,99,725939,0,8
30,7/30/95,7,1995,Having Our Say,Booth,Play,4665,75,135927,48,8
30,7/30/95,7,1995,Miss Saigon,Broadway,Musical,13272,95,557607,0,8
30,7/30/95,7,1995,Show Boat,Gershwin,Musical,13612,89,816331,0,8
30,7/30/95,7,1995,Smokey Joe'S Cafe,Virginia,Musical,9337,96,448330,0,8
30,7/30/95,7,1995,Sunset Boulevard,Minskoff,Musical,12770,93,788005,0,8
6,8/6/95,8,1995,Arcadia,Vivian Beaumont,Play,6342,74,203739,58,8
6,8/6/95,8,1995,Beauty And The Beast,Palace,Musical,13282,95,704174,0,8
6,8/6/95,8,1995,Having Our Say,Booth,Play,3550,57,105741,37,8
6,8/6/95,8,1995,Miss Saigon,Broadway,Musical,12383,89,517937,0,8
6,8/6/95,8,1995,Show Boat,Gershwin,Musical,12766,83,747484,0,8
6,8/6/95,8,1995,Smokey Joe'S Cafe,Virginia,Musical,8963,92,431516,0,8
6,8/6/95,8,1995,Sunset Boulevard,Minskoff,Musical,12320,90,756292,0,8
13,8/13/95,8,1995,Arcadia,Vivian Beaumont,Play,7776,91,254443,73,8
13,8/13/95,8,1995,Beauty And The Beast,Palace,Musical,13883,100,731120,0,8
13,8/13/95,8,1995,Having Our Say,Booth,Play,4686,75,131436,46,8
13,8/13/95,8,1995,Miss Saigon,Broadway,Musical,13662,98,587475,0,8
13,8/13/95,8,1995,Show Boat,Gershwin,Musical,14341,93,845042,0,8
13,8/13/95,8,1995,Smokey Joe'S Cafe,Virginia,Musical,9756,101,480378,0,8
13,8/13/95,8,1995,Sunset Boulevard,Minskoff,Musical,13232,97,816443,0,8
20,8/20/95,8,1995,Arcadia,Vivian Beaumont,Play,8228,96,278822,80,8
20,8/20/95,8,1995,Beauty And The Beast,Palace,Musical,13786,99,728359,0,8
20,8/20/95,8,1995,Having Our Say,Booth,Play,4162,67,111216,39,8
20,8/20/95,8,1995,Miss Saigon,Broadway,Musical,13742,99,587909,0,8
20,8/20/95,8,1995,Show Boat,Gershwin,Musical,13692,89,801410,0,8
20,8/20/95,8,1995,Smokey Joe'S Cafe,Virginia,Musical,9546,98,455580,0,8
20,8/20/95,8,1995,Sunset Boulevard,Minskoff,Musical,12857,94,792915,0,8
27,8/27/95,8,1995,Arcadia,Vivian Beaumont,Play,8465,99,327789,94,8
27,8/27/95,8,1995,Beauty And The Beast,Palace,Musical,13276,95,705992,0,8
27,8/27/95,8,1995,Having Our Say,Booth,Play,4538,73,124627,44,8
27,8/27/95,8,1995,Miss Saigon,Broadway,Musical,13164,94,549987,0,8
27,8/27/95,8,1995,Show Boat,Gershwin,Musical,13309,87,774039,0,8
27,8/27/95,8,1995,Smokey Joe'S Cafe,Virginia,Musical,9056,93,445989,0,8
27,8/27/95,8,1995,Sunset Boulevard,Minskoff,Musical,11997,88,740401,0,8
3,9/3/95,9,1995,Beauty And The Beast,Palace,Musical,12590,90,674299,0,8
3,9/3/95,9,1995,Company 95,Criterion,Musical,3493,100,173012,73,0
